method,mae,rmse,mape,dataset,budget,sensor_count,hidden_count,layout_type,layout_id,split_seed,layout_seed,validation_selected_mae,posterior_trace,condition_number,information_logdet,candidate_count
neighbor_average,6.974453093203091,10.749545799444247,0.1742957452379432,PeMS7_228,0.2,46,182,random,34,25,2101,,,,,50
gsp,3.753635539923653,6.54205878042361,0.0912292939995387,PeMS7_228,0.2,46,182,random,34,25,2101,,16.418695853006444,97.23860888761315,662.9808745576655,50
gls_map,3.353916746051611,5.854113539236476,0.0811698493305888,PeMS7_228,0.2,46,182,random,34,25,2101,,290.94369834095926,857.6173650265831,133.28547052588857,50
historical_tod_mean,3.966843998015873,6.852691270271967,0.0916461438261796,PeMS7_228,0.2,46,182,random,35,25,2101,,,,,50
neighbor_average,7.254820729039479,11.297346769871051,0.174722913094718,PeMS7_228,0.2,46,182,random,35,25,2101,,,,,50
gsp,3.6959653270638655,6.511923594370604,0.0897566704093975,PeMS7_228,0.2,46,182,random,35,25,2101,,16.41769907291594,97.22980950683888,662.9721100748123,50
gls_map,3.458550245164546,6.069015242521437,0.0839206223105195,PeMS7_228,0.2,46,182,random,35,25,2101,,311.57394632488,952.0978174583556,129.94835409186902,50
historical_tod_mean,3.906206692612944,6.765575239972514,0.090148701914303,PeMS7_228,0.2,46,182,random,36,25,2101,,,,,50
neighbor_average,7.177064573158323,11.285978115988796,0.1852590902011544,PeMS7_228,0.2,46,182,random,36,25,2101,,,,,50
gsp,3.704618145059897,6.413301268636779,0.0894411065615499,PeMS7_228,0.2,46,182,random,36,25,2101,,16.415676399593593,96.81259031569766,663.0026078162749,50
gls_map,3.4531545982109537,5.927011700831331,0.0824968932433243,PeMS7_228,0.2,46,182,random,36,25,2101,,306.720103920259,967.8768553626516,130.14681870746043,50
historical_tod_mean,3.9433528884310136,6.896453772817988,0.0910854120959231,PeMS7_228,0.2,46,182,random,37,25,2101,,,,,50
neighbor_average,7.4761815730565715,11.396804847280857,0.1769621747209425,PeMS7_228,0.2,46,182,random,37,25,2101,,,,,50
gsp,3.661758063265375,6.513687426427786,0.0875743510471561,PeMS7_228,0.2,46,182,random,37,25,2101,,16.415368165022727,97.1800883746876,663.0056009715955,50
gls_map,3.2451264242654587,5.744479827836307,0.0762434589807788,PeMS7_228,0.2,46,182,random,37,25,2101,,299.3578553745082,897.319727021925,131.9528951876919,50
historical_tod_mean,4.024841031364469,6.902370401265028,0.0927635391967597,PeMS7_228,0.2,46,182,random,38,25,2101,,,,,50
neighbor_average,7.036563263125763,10.937789448076169,0.1762312027192734,PeMS7_228,0.2,46,182,random,38,25,2101,,,,,50
gsp,3.7674095610741976,6.517701985426675,0.0892890449790261,PeMS7_228,0.2,46,182,random,38,25,2101,,16.420130009001674,97.22167303929112,662.9727846255057,50
gls_map,3.488464441078371,5.936163681356609,0.0815709265655132,PeMS7_228,0.2,46,182,random,38,25,2101,,299.53518135249647,864.1703836802662,131.38231832519773,50
historical_tod_mean,4.033391712454213,6.957060994995419,0.0938111751776168,PeMS7_228,0.2,46,182,random,39,25,2101,,,,,50
neighbor_average,7.255776862026861,11.32416275719781,0.1787658089868015,PeMS7_228,0.2,46,182,random,39,25,2101,,,,,50
gsp,3.793878902546978,6.5683372247508425,0.0919597535736789,PeMS7_228,0.2,46,182,random,39,25,2101,,16.41331695680436,96.8387934536512,663.0355946008088,50
gls_map,3.4141163827392624,5.945459134817135,0.0809538811952866,PeMS7_228,0.2,46,182,random,39,25,2101,,306.1848142231716,978.005387551627,131.28397825376553,50
historical_tod_mean,4.041403769841271,6.949949093183096,0.0941870339862881,PeMS7_228,0.2,46,182,random,40,25,2101,,,,,50
neighbor_average,7.251042938542938,11.24008014975852,0.1876820600531461,PeMS7_228,0.2,46,182,random,40,25,2101,,,,,50
gsp,3.8178525703256687,6.582399289864084,0.0916749540606062,PeMS7_228,0.2,46,182,random,40,25,2101,,16.418190964296876,97.1969602410734,662.9902277298696,50
gls_map,3.541818310636904,6.054035887414235,0.0837118963595341,PeMS7_228,0.2,46,182,random,40,25,2101,,296.163939689879,940.0515718914183,135.10135469618552,50
historical_tod_mean,4.052425881410255,6.9745331080918245,0.0943576558225841,PeMS7_228,0.2,46,182,random,41,25,2101,,,,,50
neighbor_average,7.324859775641026,11.526308678565666,0.1906841151014956,PeMS7_228,0.2,46,182,random,41,25,2101,,,,,50
gsp,3.858829751333147,6.623519185103582,0.0917931023813687,PeMS7_228,0.2,46,182,random,41,25,2101,,16.421044370719013,97.21689645572108,662.9363006746327,50
gls_map,3.488223571506341,6.0532530512236375,0.0823437737423415,PeMS7_228,0.2,46,182,random,41,25,2101,,298.2544304700501,951.3351978309224,133.82096781918094,50
historical_tod_mean,3.888535657051283,6.74105154175256,0.0916819161489406,PeMS7_228,0.2,46,182,random,42,25,2101,,,,,50
neighbor_average,7.229561266280015,11.162934291959118,0.185575807406283,PeMS7_228,0.2,46,182,random,42,25,2101,,,,,50
gsp,3.63086766600968,6.386666290407122,0.0905802698584672,PeMS7_228,0.2,46,182,random,42,25,2101,,16.418388804788766,97.18821173490444,662.9905976753734,50
gls_map,3.326336636241937,5.778115385821241,0.0834230709530347,PeMS7_228,0.2,46,182,random,42,25,2101,,300.49279198615454,807.6731700153498,132.1700382394961,50
historical_tod_mean,4.011092986874236,6.920604337570686,0.0940250889733201,PeMS7_228,0.2,46,182,random,43,25,2101,,,,,50
neighbor_average,7.116784633190885,11.076629588578935,0.1787475212806158,PeMS7_228,0.2,46,182,random,43,25,2101,,,,,50
gsp,3.744343323222143,6.5674972111905126,0.0922037087050784,PeMS7_228,0.2,46,182,random,43,25,2101,,16.421092089360577,94.53651424033666,662.9435081059479,50
gls_map,3.43080540270376,6.0041779903885,0.0846191890287646,PeMS7_228,0.2,46,182,random,43,25,2101,,307.6025124964084,940.7256924251814,130.0740195036689,50
historical_tod_mean,3.943083886599512,6.82583173596074,0.0916741118486926,PeMS7_228,0.2,46,182,random,44,25,2101,,,,,50
neighbor_average,6.993680364774116,10.659577385934222,0.172962089036313,PeMS7_228,0.2,46,182,random,44,25,2101,,,,,50
gsp,3.6783670386139264,6.4227004936062295,0.0882339353656401,PeMS7_228,0.2,46,182,random,44,25,2101,,16.41593337356342,96.13538887848844,663.0221244470735,50
gls_map,3.299034396483663,5.730600496130859,0.077839847407652,PeMS7_228,0.2,46,182,random,44,25,2101,,301.2204662529521,903.3076365240826,131.64505523881476,50
historical_tod_mean,3.907283510760073,6.752789152828099,0.091865286727517,PeMS7_228,0.2,46,182,random,45,25,2101,,,,,50
neighbor_average,7.011156898656899,10.85192685040329,0.1755105213318499,PeMS7_228,0.2,46,182,random,45,25,2101,,,,,50
gsp,3.712760804172599,6.405558677298001,0.0903971515301315,PeMS7_228,0.2,46,182,random,45,25,2101,,16.418684532688392,97.24804905620763,662.9820196831425,50
gls_map,3.342674151830513,5.74202313881401,0.0817719674858188,PeMS7_228,0.2,46,182,random,45,25,2101,,293.0875303729488,793.0559885248862,133.03447468083405,50
historical_tod_mean,4.010736177884616,6.892859029271397,0.0924731654229187,PeMS7_228,0.2,46,182,random,46,25,2101,,,,,50
neighbor_average,7.174112230362232,11.156928975770953,0.1793355672841206,PeMS7_228,0.2,46,182,random,46,25,2101,,,,,50
gsp,3.769128790107129,6.524776561412842,0.089810824282743,PeMS7_228,0.2,46,182,random,46,25,2101,,16.40717523443196,97.37546611144496,663.1239055696847,50
gls_map,3.4617184660669427,5.913375268620262,0.0805067578161223,PeMS7_228,0.2,46,182,random,46,25,2101,,291.27842271878643,737.3684315090815,130.993941304241,50
historical_tod_mean,3.965695398351648,6.856464354032627,0.0915936614020927,PeMS7_228,0.2,46,182,random,47,25,2101,,,,,50
neighbor_average,7.316832010582011,11.262064706873682,0.1756298895145896,PeMS7_228,0.2,46,182,random,47,25,2101,,,,,50
gsp,3.723789843650775,6.484626324386417,0.0883015082934097,PeMS7_228,0.2,46,182,random,47,25,2101,,16.417089215294993,97.26502937411507,662.9931513245408,50
gls_map,3.4438831415430533,5.903938914743439,0.0797453397008288,PeMS7_228,0.2,46,182,random,47,25,2101,,299.4999512444806,976.0477635897988,132.62100246104745,50
historical_tod_mean,3.906734346382785,6.72039633570869,0.0888473584075185,PeMS7_228,0.2,46,182,random,48,25,2101,,,,,50
neighbor_average,7.168960495522994,10.785081252913024,0.1656652972069634,PeMS7_228,0.2,46,182,random,48,25,2101,,,,,50
gsp,3.7185500665308,6.373524942418627,0.0858712658199509,PeMS7_228,0.2,46,182,random,48,25,2101,,16.41869425604714,97.41476818076504,662.9726197576341,50
gls_map,3.337815449764564,5.627953056233519,0.075671838120213,PeMS7_228,0.2,46,182,random,48,25,2101,,300.09177468021323,802.3348201712538,131.56984862174886,50
historical_tod_mean,4.004062070741758,6.862507363186644,0.0907769537085656,PeMS7_228,0.2,46,182,random,49,25,2101,,,,,50
neighbor_average,7.05219176078551,11.024911784981436,0.1691453129389346,PeMS7_228,0.2,46,182,random,49,25,2101,,,,,50
gsp,3.773065702245196,6.486107852875208,0.0869199675927816,PeMS7_228,0.2,46,182,random,49,25,2101,,16.412838079930925,95.49586564021732,663.0636763925885,50
gls_map,3.341247569588547,5.767392347970377,0.0756246098092226,PeMS7_228,0.2,46,182,random,49,25,2101,,294.3721320202786,725.916710743593,131.4224646902228,50
historical_tod_mean,3.957353861416362,6.852486533173105,0.0912849973653221,PeMS7_228,0.2,46,182,best_random_by_validation,8,25,2101,3.4640302094736426,,,,50
neighbor_average,7.410293612637363,11.529918592222042,0.1761049157569151,PeMS7_228,0.2,46,182,best_random_by_validation,8,25,2101,3.4640302094736426,,,,50
gsp,3.689595407927359,6.478906833693845,0.088911632446409,PeMS7_228,0.2,46,182,best_random_by_validation,8,25,2101,3.4640302094736426,16.416978405051715,96.18318041566091,662.997783821861,50
gls_map,3.3457253269068628,5.800311566391836,0.0793123719647366,PeMS7_228,0.2,46,182,best_random_by_validation,8,25,2101,3.4640302094736426,311.7161736991884,1177.6167189163004,127.87620281449976,50
historical_tod_mean,4.123038719093406,7.078209205794417,0.0955892600095031,PeMS7_228,0.2,46,182,best_random_by_trace,26,25,2101,,,,,50
neighbor_average,7.0426294770044775,11.015091396853707,0.1781050997681094,PeMS7_228,0.2,46,182,best_random_by_trace,26,25,2101,,,,,50
gsp,3.8693155254151343,6.679439815861047,0.09278773566581,PeMS7_228,0.2,46,182,best_random_by_trace,26,25,2101,,16.414752801224854,97.24812049847924,663.0302425413196,50
gls_map,3.519919957321183,6.112507154419214,0.0838817907882818,PeMS7_228,0.2,46,182,best_random_by_trace,26,25,2101,,287.8284742870218,689.9868615786313,134.6758949023855,50
historical_tod_mean,4.047049278846153,6.917114388916159,0.093250430926549,PeMS7_228,0.2,46,182,degree,0,25,2101,,,,,50
neighbor_average,7.597360538766789,11.785040826294225,0.191119895789398,PeMS7_228,0.2,46,182,degree,0,25,2101,,,,,50
gsp,3.8417008256117127,6.601868992128511,0.0909552773542889,PeMS7_228,0.2,46,182,degree,0,25,2101,,16.452240748498788,97.29289036225364,662.6095256146551,50
gls_map,3.829606502382573,6.524393656980027,0.092460775107724,PeMS7_228,0.2,46,182,degree,0,25,2101,,345.52830860088835,1652.5023737186611,127.049226238847,50
historical_tod_mean,3.5352869352869347,6.035015861827912,0.0768353384198482,PeMS7_228,0.2,46,182,top_variance,0,25,2101,,,,,50
neighbor_average,9.188632605820104,14.474583205197446,0.1764365017235266,PeMS7_228,0.2,46,182,top_variance,0,25,2101,,,,,50
gsp,3.310899017512743,5.744710625447487,0.0730477240294544,PeMS7_228,0.2,46,182,top_variance,0,25,2101,,16.416620624543675,96.47966839827232,663.1021327927732,50
gls_map,3.208908806354434,5.455354961004556,0.0689358287995978,PeMS7_228,0.2,46,182,top_variance,0,25,2101,,365.34597494398486,1514.6376830720258,118.93252138574526,50
historical_tod_mean,4.006775316697191,6.934377877927549,0.0938192087173329,PeMS7_228,0.2,46,182,coverage,0,25,2101,,,,,50
neighbor_average,7.01462148962149,10.818484143732563,0.1799128808464455,PeMS7_228,0.2,46,182,coverage,0,25,2101,,,,,50
gsp,3.7681322854937584,6.558833484687873,0.0902448187610779,PeMS7_228,0.2,46,182,coverage,0,25,2101,,16.413723520631976,96.81763732378012,663.0232662176555,50
gls_map,3.416141369928642,5.936226831090893,0.0809585062356918,PeMS7_228,0.2,46,182,coverage,0,25,2101,,304.99176202041605,1283.125553476915,135.2705595197179,50
historical_tod_mean,4.090243103250915,7.0166498096616685,0.0947169022014159,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2101,,,,,50
neighbor_average,7.283534607753357,11.229529207847689,0.1885500949281628,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2101,,,,,50
gsp,3.8883852878377465,6.677262367488894,0.0917174993880175,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2101,,16.41783792490712,96.22845860324156,662.9862280357479,50
gls_map,3.508071735165817,6.034652783385035,0.08255709366413,PeMS7_228,0.2,46,182,scenario_average_a_trace,0,25,2101,,276.60680416259913,843.3767736997646,138.78344548171864,50
historical_tod_mean,4.061698145604396,6.992734401228264,0.0954201664535801,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2101,,,,,50
neighbor_average,7.347151315120066,11.364138267015306,0.1946206282346302,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2101,,,,,50
gsp,3.839047676595983,6.628052610864006,0.0946341422165481,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2101,,16.42107553400635,95.35689118119149,662.9827942940411,50
gls_map,3.5272214891804867,6.06905335386339,0.0882168881018369,PeMS7_228,0.2,46,182,scenario_cvar_a_trace,0,25,2101,,280.1272824275949,796.9195420911111,137.56851802494756,50
historical_tod_mean,4.038314922924298,6.992462984389007,0.094062202100841,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2101,,,,,50
neighbor_average,6.905160955942205,10.655900004487034,0.1829616592085504,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2101,,,,,50
gsp,3.80480344729374,6.600650142738256,0.0904422946205165,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2101,,16.416714893392893,97.3824945123404,662.9954234400815,50
gls_map,3.3361253911477613,5.719963893532371,0.0788135506733062,PeMS7_228,0.2,46,182,greedy_a_trace,0,25,2101,,252.7847156076752,827.4429067049239,141.7901339056718,50
historical_tod_mean,4.105857514880952,7.033330448283351,0.0958106457017055,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2101,,,,,50
neighbor_average,7.614149623524623,12.291048983190034,0.2177426782343651,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2101,,,,,50
gsp,3.906416620549392,6.67990834216012,0.0934608381583451,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2101,,16.418780479764198,97.38510401648516,662.9752196501502,50
gls_map,3.913042402747825,6.4402312146139415,0.0938880236914373,PeMS7_228,0.2,46,182,greedy_d_logdet,0,25,2101,,285.7083645759104,2495.738821564474,150.17254298083807,50
historical_tod_mean,4.037069930937119,6.977199693424496,0.0933358640393698,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2101,,,,,50
neighbor_average,6.952404164122914,10.808307052925016,0.1852046123833183,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2101,,,,,50
gsp,3.791230780910372,6.575399029486611,0.0895502244053093,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2101,,16.41681674746461,97.38180272377647,662.9919510102702,50
gls_map,3.3341049852492506,5.7727662071376695,0.0790240324570735,PeMS7_228,0.2,46,182,swap_from_greedy_a_trace,0,25,2101,,249.30639316256529,854.5465569043888,143.81740738827284,50
historical_tod_mean,4.067441525488401,6.99712859149404,0.0940491251642999,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2101,,,,,50
neighbor_average,7.020743984025234,10.912791100380602,0.1859094475445018,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2101,,,,,50
gsp,3.866014786440255,6.6402453154416445,0.0906688357377184,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2101,,16.41688863757255,97.25881525076836,662.9910943696285,50
gls_map,3.330989612507844,5.789078783509018,0.0787162466828756,PeMS7_228,0.2,46,182,swap_from_scenario_average,0,25,2101,,251.1168872522984,850.1390367533809,143.24680730150848,50
historical_tod_mean,4.006746508699634,6.909505756246356,0.0918642441909027,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2101,,,,,50
neighbor_average,6.939382694851444,10.848473445222318,0.1797839874439183,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2101,,,,,50
gsp,3.7786312541609175,6.515956386768968,0.088080457932071,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2101,,16.417062903995813,97.2451368642573,662.9874346813459,50
gls_map,3.353091745691051,5.665274616581266,0.0769324933936518,PeMS7_228,0.2,46,182,swap_from_scenario_cvar,0,25,2101,,252.20783970161008,843.8176081186758,143.35347561671804,50
historical_tod_mean,4.022487026862026,6.909293339659192,0.0921625634792686,PeMS7_228,0.2,46,182,swap_from_best_random_trace,26,25,2101,,,,,50
neighbor_average,6.964638024013024,10.957724693167908,0.1830949231516459,PeMS7_228,0.2,46,182,swap_from_best_random_trace,26,25,2101,,,,,50
gsp,3.817858820533685,6.525751204718834,0.0889877487130732,PeMS7_228,0.2,46,182,swap_from_best_random_trace,26,25,2101,,16.411637870415362,97.32164994812656,663.063241939127,50
gls_map,3.366928326233051,5.752433402203011,0.078284474796525,PeMS7_228,0.2,46,182,swap_from_best_random_trace,26,25,2101,,254.49666645202015,857.2568928948817,143.54911791959054,50
historical_tod_mean,3.966168393238706,6.80757004526807,0.0911271918164962,PeMS7_228,0.2,46,182,multistart_swap_by_validation,8,25,2101,3.3864547502485167,,,,50
neighbor_average,6.807468457468459,10.562390267865638,0.175947705389721,PeMS7_228,0.2,46,182,multistart_swap_by_validation,8,25,2101,3.3864547502485167,,,,50
gsp,3.738986170410191,6.425068592676132,0.0876633927877879,PeMS7_228,0.2,46,182,multistart_swap_by_validation,8,25,2101,3.3864547502485167,16.413085081606777,97.24966817813797,663.0429419305754,50
gls_map,3.217680723157086,5.528055774734401,0.075933261900797,PeMS7_228,0.2,46,182,multistart_swap_by_validation,8,25,2101,3.3864547502485167,256.5353992307779,766.3394061968161,140.86884371439544,50
historical_tod_mean,3.966168393238706,6.80757004526807,0.0911271918164962,PeMS7_228,0.2,46,182,rcss_selected,0,25,2101,3.4494496310258005,,,,50
neighbor_average,6.807468457468459,10.562390267865638,0.175947705389721,PeMS7_228,0.2,46,182,rcss_selected,0,25,2101,3.4494496310258005,,,,50
gsp,3.738986170410191,6.425068592676132,0.0876633927877879,PeMS7_228,0.2,46,182,rcss_selected,0,25,2101,3.4494496310258005,16.413085081606777,97.24966817813797,663.0429419305754,50
gls_map,3.217680723157086,5.528055774734401,0.075933261900797,PeMS7_228,0.2,46,182,rcss_selected,0,25,2101,3.4494496310258005,256.5353992307779,766.3394061968161,140.86884371439544,50
historical_tod_mean,3.9247945760836394,6.768177471704636,0.0901420867425993,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2101,3.344860651116433,,,,50
neighbor_average,6.770237777269027,10.449568363036123,0.1741228792872143,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2101,3.344860651116433,,,,50
gsp,3.688818420582345,6.378925637401889,0.0867641743942507,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2101,3.344860651116433,16.413174817651452,94.94053268267012,663.0431944450802,50
gls_map,3.227791735273427,5.530883823279648,0.0762850323690316,PeMS7_228,0.2,46,182,validation_swap_selected,0,25,2101,3.344860651116433,260.9084115059207,864.174155167525,141.32996574859607,50
historical_tod_mean,4.064232581654456,7.031883304558092,0.0951672394159862,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2101,,,,,50
neighbor_average,7.004042658730158,10.852814665382352,0.1848025512314312,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2101,,,,,50
gsp,3.797175935270485,6.625258459270437,0.0929242510953286,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2101,,16.41523950541261,97.2387235513162,663.012363420355,50
gls_map,3.4230588599813885,5.887355824143913,0.0829746595333175,PeMS7_228,0.2,46,182,robust_coverage_cvar,0,25,2101,,276.6253793244582,847.0925354616254,137.90991373756898,50
